0.8699 0.8176 0.0935 0.6396
0.2333 0.2124 0.6651 0.8611
0.6108 0.8291 0.1347 0.6159
0.7613 0.7707 0.1963 0.7562
0.3581 0.9203 0.3396 0.3474
0.6257 0.6383 0.3496 0.8083
0.8121 0.7704 0.1700 0.8713
0.8367 0.4248 0.3395 0.9515
0.2939 0.0182 0.8075 0.5542
0.7586 0.8451 0.0876 0.7138
0.8003 0.4234 0.3239 0.8968
0.3382 0.3344 0.5126 0.7945
0.0000 0.8596 0.2366 0.3618
0.2490 0.2695 0.6802 0.7848
0.8208 0.3169 0.3930 0.7342
0.7556 0.5401 0.3163 0.9772
0.2635 0.2080 0.6718 0.8920
0.7635 0.8660 0.0510 0.4298
0.5542 0.7811 0.2405 0.7614
0.7827 0.8950 0.0505 0.3730
0.6166 0.5887 0.0932 0.7887
0.5061 0.7838 0.2593 0.7292
0.2476 0.6398 0.2029 0.4656
0.5276 0.8603 0.0834 0.3466
0.4954 0.4712 0.2851 0.8688
0.3242 0.6317 0.1894 0.5160
0.3809 0.9614 0.3410 0.4890
0.3467 0.2523 0.5492 0.8575
0.8211 0.6400 0.2615 0.8609
0.9811 0.8828 0.0348 0.4982
0.3668 0.5231 0.2793 0.7654
0.6631 0.2846 0.5746 0.7680
0.4071 0.6396 0.1652 0.6134
0.2334 0.6062 0.2548 0.6984
0.6917 0.7455 0.1752 0.6843
0.2715 0.5828 0.2332 0.5761
0.8066 0.3777 0.3908 0.9527
0.7353 0.3219 0.5105 0.8539
0.3433 0.4833 0.3428 0.8043
0.8966 0.8894 0.0608 0.4852
0.3933 0.2681 0.4761 0.8297
0.8631 0.7210 0.1183 0.7527
0.5894 0.6637 0.3722 0.8791
0.7161 0.5321 0.4237 0.7773
0.6234 0.3363 0.5935 0.6017
0.6349 0.6788 0.3178 0.8707
0.3125 0.2599 0.5509 0.8554
0.2550 0.0451 0.8804 0.7297
0.8033 0.5329 0.2974 0.8859
0.8630 0.5412 0.2588 0.9133
0.6070 0.8476 0.1427 0.7498
0.7918 0.5501 0.2593 0.8635
0.2278 0.6986 0.1855 0.3246
0.0335 0.7699 0.2623 0.0949
0.1451 0.7961 0.2196 0.0978
0.5272 0.7020 0.0028 0.2019
0.5543 0.6562 0.0321 0.4212
0.7206 0.5995 0.2835 0.7967
0.7595 0.7657 0.1733 0.7639
0.6927 0.7690 0.1986 0.8362
0.7688 0.3752 0.3475 0.7335
0.3633 0.1648 0.6287 0.7905
0.8225 0.3992 0.3280 0.8736
0.6372 0.4736 0.2921 0.7757
0.7879 0.7549 0.1203 0.7081
0.7966 0.5326 0.2842 0.9516
0.5312 0.8921 0.1736 0.4137
0.2503 0.0479 0.8687 0.7561
0.7657 0.8811 0.0534 0.4759
0.7742 0.3676 0.4096 0.9085
0.7620 0.5423 0.2985 0.8604
0.5776 0.6592 0.0123 0.4133
0.9041 0.5733 0.2272 0.9806
0.3616 0.6593 0.1980 0.6901
0.4930 0.8604 0.0653 0.1627
0.8873 0.6644 0.1581 0.8947
0.7716 0.7878 0.1273 0.6931
0.6262 0.6744 0.0136 0.5510
0.3161 0.4553 0.2843 0.8155
0.5774 0.7255 0.3210 0.7884
0.3456 0.6393 0.1872 0.5289
0.4223 0.4685 0.3232 0.8724
0.6358 0.4866 0.4667 0.9222
0.2356 0.6095 0.2614 0.7711
0.5964 0.6662 0.0247 0.4339
0.6953 0.6470 0.2583 0.8761
0.3981 0.9210 0.3456 0.4166
0.5163 0.6551 0.0336 0.3907
0.2560 0.0599 0.8462 0.7424
0.5073 0.8631 0.2076 0.6163
0.9298 0.7171 0.1215 0.7944
0.5725 0.9100 0.1641 0.4227
0.7943 0.5542 0.2582 0.8939
0.5816 0.7736 0.1387 0.5462
0.4403 0.3245 0.4214 0.9299
0.4958 0.7360 0.2469 0.7346
0.6806 0.8712 0.0880 0.5185
0.5484 0.5528 0.1272 0.7996
0.8429 0.9095 0.0273 0.4064
0.7304 0.4187 0.3218 0.8291
0.5319 0.6393 0.0306 0.4246
0.5988 0.6811 0.1678 0.6362
0.6472 0.7415 0.2366 0.6080
0.3978 0.2814 0.4566 0.8562
0.5523 0.6611 0.0211 0.3888
0.6404 0.7422 0.2490 0.8481
0.5052 0.5724 0.1645 0.7289
0.7209 0.5556 0.2533 0.8838
0.5352 0.5419 0.2581 0.7585
0.3507 0.2741 0.4861 0.7807
0.5716 0.7620 0.2495 0.7588
0.7571 0.8717 0.0521 0.4637
0.7553 0.7497 0.1411 0.7663
0.4863 0.6081 0.0979 0.7382
0.5610 0.6969 0.0180 0.2698
0.7628 0.7664 0.1900 0.8450
0.9222 0.8963 0.0186 0.3942
0.7501 0.8822 0.0603 0.4526
0.2901 0.5819 0.2572 0.7577
0.6448 0.8021 0.2320 0.5090
0.7223 0.8444 0.0683 0.6714
0.3639 0.1599 0.6437 0.7881
0.6419 0.6354 0.2185 0.7756
0.4921 0.4329 0.2213 0.8529
0.5294 0.7823 0.2118 0.6894
0.4987 0.4723 0.1843 0.8543
0.5700 0.6163 0.4108 0.8514
0.4511 0.8733 0.0618 0.0978
0.6045 0.6700 0.0222 0.5569
0.7266 0.6012 0.3167 0.8330
0.1577 0.2945 0.6999 0.7232
0.3660 0.9571 0.2079 0.0633
0.8601 0.5752 0.2254 0.9536
0.7836 0.3991 0.3314 0.8488
0.8102 0.3931 0.3370 0.8205
0.8633 0.5257 0.2344 0.8316
0.4069 0.4437 0.3341 0.8562
0.1665 0.2842 0.7174 0.6996
0.4817 0.8256 0.1424 0.4881
0.6905 0.6244 0.1899 0.7887
0.4349 0.6276 0.1750 0.6486
0.7879 0.8906 0.0556 0.4181
0.9123 0.9008 0.0180 0.3926
0.3394 0.9629 0.3586 0.2906
0.5453 0.3933 0.3589 0.7079
0.0004 0.8631 0.2325 0.3752
0.4878 0.8218 0.0900 0.5635
0.1986 0.2211 0.7369 0.6225
0.5962 0.8438 0.1297 0.7246
0.4604 0.4105 0.3857 0.8935
0.3845 0.3366 0.4937 0.8373
0.7330 0.3980 0.3086 0.7651
0.4878 0.8218 0.0900 0.5635
0.8214 0.9310 0.0488 0.4020
0.3454 0.9469 0.3373 0.4937
0.5387 0.4798 0.1790 0.8302
0.3517 0.6284 0.1211 0.5732
0.6554 0.5913 0.3194 0.7923
0.6016 0.6118 0.3123 0.7824
0.7962 0.5492 0.2759 0.9582
0.4097 0.9155 0.2989 0.5284
0.7309 0.4062 0.3214 0.8210
0.5311 0.4818 0.5749 0.8649
0.5871 0.5393 0.4842 0.7456
0.5027 0.6554 0.0291 0.4021
0.8073 0.3681 0.3491 0.7985
0.6702 0.3230 0.4108 0.6832
0.1194 0.8567 0.2073 0.2462
0.9205 0.7336 0.1213 0.7772
0.3812 0.9624 0.3591 0.3417
0.7354 0.6235 0.2512 0.8748
0.4491 0.3007 0.4151 0.8302
0.1325 0.7870 0.2284 0.1168
0.8049 0.4108 0.3148 0.8632
0.4387 0.2642 0.4408 0.8309
0.5067 0.8801 0.2320 0.6491
0.6810 0.5761 0.3563 0.8672
0.7005 0.6300 0.2414 0.8550
0.4802 0.4762 0.5733 0.8465
0.5360 0.5100 0.2240 0.8330
0.3813 0.5123 0.1926 0.7654
0.7527 0.5583 0.3178 0.9954
0.5762 0.4940 0.5361 0.7369
0.4023 0.4566 0.3306 0.8468
0.3588 0.5217 0.1819 0.7225
0.1904 0.0313 0.9019 0.6428
0.3314 0.9878 0.2572 0.0830
0.7407 0.8050 0.2090 0.5623
0.2323 0.0269 0.9581 0.5844
0.4639 0.3656 0.3052 0.8565
0.7231 0.7873 0.2077 0.5902
0.3572 0.4973 0.2990 0.9633
0.6661 0.5669 0.2754 0.8804
0.7415 0.3766 0.4535 0.8388
0.5044 0.4554 0.5916 0.8709
0.3801 0.1125 0.6669 0.7061
0.4778 0.5275 0.2108 0.7664
0.9323 0.7352 0.1037 0.7720
0.7621 0.5634 0.3087 0.9685
0.3211 0.5007 0.2658 0.8404
0.8638 0.7999 0.1241 0.7203
0.2749 0.2455 0.7285 0.7116
0.6686 0.8758 0.0909 0.5459
0.5753 0.8479 0.1526 0.6448
0.5005 0.5834 0.1296 0.7470
0.6667 0.7397 0.2483 0.8797
0.4479 0.5168 0.2277 0.7785
0.3856 0.5552 0.6069 0.8890
0.2518 0.5863 0.2334 0.5717
0.3775 0.1856 0.6017 0.7798
0.7784 0.3770 0.3980 0.9223
0.5679 0.7975 0.2535 0.7135
0.3457 0.6310 0.1218 0.5501
0.3907 0.2780 0.4266 0.8160
0.5963 0.5489 0.4741 0.7893
0.7898 0.7423 0.1194 0.7363
0.5774 0.7339 0.3258 0.8063
0.0634 0.8413 0.2160 0.4599
0.6335 0.3354 0.5803 0.6068
0.6022 0.6996 0.3118 0.8207
0.5352 0.5419 0.2581 0.7585
0.3818 0.2975 0.4790 0.9136
0.3740 0.1560 0.5614 0.7087
0.7884 0.4348 0.3390 0.9035
0.6551 0.5619 0.4076 0.8848
0.3443 0.6387 0.1279 0.5695
0.2780 0.2319 0.7382 0.7459
0.7833 0.8520 0.0360 0.4227
0.1154 0.7861 0.2301 0.0921
0.5196 0.3897 0.2848 0.9271
0.4958 0.8008 0.2775 0.4609
0.6685 0.6686 0.0178 0.6025
0.3991 0.2415 0.5666 0.9152
0.6637 0.2579 0.5776 0.7925
0.5248 0.3464 0.3170 0.9354
0.8675 0.7850 0.0834 0.6915
0.4456 0.5878 0.1228 0.6981
0.5083 0.8284 0.2473 0.4430
0.3287 0.9704 0.3472 0.4499
0.7519 0.6376 0.2647 0.8237
0.2374 0.0118 0.9856 0.5402
0.8124 0.5577 0.2566 0.8901
0.2501 0.6629 0.2220 0.6017
0.5265 0.7028 0.0076 0.2024
0.2251 0.6677 0.2151 0.6022
0.1795 0.0444 0.8926 0.6599
0.6434 0.6078 0.3331 0.8354
0.5490 0.5144 0.2790 0.7475
0.4518 0.5202 0.2240 0.7670
0.7694 0.5521 0.2551 0.8595
0.6932 0.3504 0.4840 0.8074
0.2988 0.4928 0.3379 0.9291
0.4317 0.5451 0.1521 0.7564
0.5918 0.6579 0.0119 0.4172
0.3738 0.8105 0.1535 0.6281
0.2223 0.6661 0.2099 0.4355
0.8679 0.8097 0.1238 0.7328
0.6483 0.3367 0.5938 0.6254
0.5190 0.5198 0.1527 0.8558
0.1511 0.6490 0.2611 0.6601
0.7374 0.7860 0.1791 0.5576
0.5511 0.5528 0.1298 0.8092
0.6024 0.6855 0.3245 0.8212
0.8809 0.6636 0.1397 0.8383
0.5813 0.8562 0.1986 0.6398
0.5437 0.7222 0.3022 0.7560
0.3767 0.1772 0.6150 0.7887
0.6823 0.7573 0.1927 0.8215
0.2497 0.5326 0.3267 0.7573
0.7095 0.5947 0.3048 0.8360
0.7802 0.8813 0.0565 0.4695
0.4711 0.5065 0.2263 0.8716
0.8451 0.3885 0.3762 0.9384
0.3447 0.9688 0.2378 0.0740
0.7668 0.6281 0.2569 0.8529
0.4145 0.6154 0.1890 0.6099
0.4377 0.2753 0.4675 0.8968
0.7101 0.5370 0.2834 0.9137
0.2178 0.0364 0.9003 0.7106
0.1737 0.0382 0.9477 0.4990
0.7680 0.7720 0.1752 0.8266
0.7223 0.8506 0.1000 0.7030
0.6392 0.2731 0.5733 0.7610
0.5295 0.5219 0.1496 0.8459
0.4285 0.2441 0.4852 0.8347
0.3710 0.6466 0.1483 0.4398
0.5753 0.8387 0.1547 0.6780
0.1438 0.2983 0.7112 0.7636
0.4062 0.4358 0.2209 0.7821
0.3371 0.4990 0.2985 0.7599
0.9000 0.8696 0.0118 0.4332
0.5270 0.5428 0.1960 0.8034
0.7806 0.4074 0.3228 0.7854
0.8141 0.5708 0.2045 0.8894
0.5158 0.5892 0.0799 0.7390
0.9110 0.9069 0.0359 0.3941
0.4111 0.4437 0.2187 0.7889
0.7146 0.8896 0.0869 0.5091
0.7772 0.8743 0.0567 0.4867
0.2999 0.5816 0.2552 0.7567
0.4815 0.6236 0.0678 0.5137
0.3612 0.4626 0.2754 0.8343
0.9266 0.7028 0.1287 0.8412
0.7922 0.6090 0.2911 0.8847
0.2977 0.1610 0.6474 0.7438
0.3405 0.6338 0.1822 0.5460
0.5251 0.5935 0.0805 0.7378
0.3223 0.4796 0.3424 0.7846
0.1555 0.7793 0.2179 0.1488
0.6994 0.9159 0.0824 0.4185
0.5352 0.5419 0.2581 0.7585
0.7458 0.7803 0.1681 0.8210
0.7972 0.8951 0.0553 0.4189
0.2583 0.6160 0.2324 0.7044
0.4580 0.4966 0.2101 0.8446
0.7929 0.4273 0.3282 0.8453
0.8831 0.6468 0.1712 0.8949
0.6969 0.7321 0.2282 0.6526
0.2816 0.5312 0.3387 0.7941
0.6647 0.4851 0.4458 0.7365
0.5503 0.9185 0.1654 0.3951
0.3269 0.5069 0.2897 0.9131
0.4871 0.6343 0.0708 0.5016
0.7880 0.4019 0.3348 0.8191
0.8068 0.7869 0.1426 0.7196
0.3333 0.5062 0.2557 0.8393
0.4386 0.6163 0.0904 0.6773
0.7917 0.9116 0.0644 0.3964
0.4489 0.6419 0.0669 0.4766
0.3362 0.4615 0.2741 0.8152
0.4570 0.8418 0.3214 0.3699
0.3993 0.5180 0.5221 0.7527
0.3637 0.2681 0.4339 0.7608
0.5615 0.3742 0.2951 0.9476
0.8829 0.5276 0.2331 0.9106
0.6908 0.6126 0.3158 0.8189
0.4559 0.2625 0.4777 0.8585
0.6564 0.4782 0.4506 0.7727
0.6290 0.6728 0.0292 0.5761
0.7181 0.9206 0.0809 0.4143
0.4399 0.5168 0.2149 0.8297
0.6532 0.5845 0.3609 0.8402
0.3209 0.4759 0.3937 0.8729
0.8715 0.4955 0.2472 0.9037
0.5490 0.5144 0.2790 0.7475
0.7138 0.7742 0.1911 0.8454
0.4900 0.5878 0.1187 0.7248
0.6586 0.5507 0.4220 0.9156
0.3295 0.5003 0.2896 0.9049
0.8074 0.7876 0.1184 0.6869
0.7645 0.5643 0.2812 0.9551
0.5350 0.4846 0.2593 0.8699
0.7992 0.5346 0.2698 0.9037
0.4520 0.4451 0.3292 0.9061
0.4924 0.4898 0.2295 0.9121
0.3857 0.6196 0.1310 0.6197
0.3973 0.3247 0.5139 0.8165
0.7266 0.4184 0.3255 0.8285
0.7378 0.3876 0.3452 0.7812
0.2178 0.2046 0.7679 0.6588
0.2823 0.2492 0.7175 0.7923
0.3935 0.4347 0.2992 0.8845
0.3980 0.2729 0.4741 0.8819
0.3076 0.3022 0.4811 0.8354
0.7987 0.5240 0.2639 0.9108
0.3749 0.1918 0.5572 0.7377
0.6742 0.6477 0.2502 0.8394
0.5077 0.5206 0.2169 0.8009
0.6987 0.3352 0.5000 0.8004
0.4811 0.3075 0.4317 0.9449
0.5639 0.7391 0.2770 0.7671
0.3430 0.3115 0.4762 0.8827
0.2831 0.1925 0.6765 0.8911
0.4922 0.8159 0.3068 0.4365
0.5599 0.5134 0.4704 0.6737
0.4053 0.9515 0.2229 0.1353
0.3778 0.9600 0.3138 0.3066
0.7167 0.5419 0.3243 0.9748
0.8225 0.5327 0.2871 0.9892
0.7853 0.8953 0.0588 0.4049
0.3287 0.2366 0.5234 0.7398
0.0059 0.8519 0.2348 0.3722
0.5163 0.5300 0.1829 0.8402
0.2690 0.5192 0.2493 0.7725
0.8060 0.7443 0.1204 0.7818
0.8605 0.3897 0.3732 0.9022
0.4077 0.9832 0.2552 0.0936
0.6533 0.5827 0.0976 0.8198
0.7500 0.9029 0.0642 0.4539
0.5715 0.5401 0.4850 0.7596
0.8082 0.3863 0.3828 0.9020
0.8083 0.4987 0.2355 0.8262
0.4525 0.6448 0.0767 0.4793
0.5100 0.4760 0.2860 0.8726
0.5510 0.6464 0.0534 0.6331
0.5616 0.6514 0.0351 0.4125
0.9214 0.7130 0.1277 0.8072
0.5163 0.7502 0.1584 0.5685
0.2091 0.6192 0.2549 0.7328
0.8559 0.6302 0.2550 0.8757
0.8240 0.3328 0.3708 0.7974
0.6671 0.7943 0.1680 0.4910
0.3782 0.2621 0.5138 0.8843
0.4883 0.6376 0.0717 0.5110
0.7865 0.6540 0.2558 0.8331
0.6871 0.4781 0.4561 0.7856
0.5776 0.7844 0.2807 0.5702
0.5541 0.6324 0.4109 0.8607
0.6532 0.5317 0.4235 0.7706
0.5998 0.8453 0.1592 0.6320
0.2928 0.6725 0.1999 0.4291
0.7041 0.7792 0.2000 0.8393
0.3817 0.2784 0.4889 0.8135
0.4433 0.5913 0.1232 0.6808
0.4910 0.6366 0.0929 0.5401
0.8560 0.8057 0.1196 0.6858
0.7921 0.3923 0.3622 0.9018
0.2393 0.5866 0.2238 0.5652
0.5453 0.3933 0.3589 0.7079
0.6590 0.6081 0.3091 0.7963
0.3390 0.9786 0.2558 0.0903
0.5230 0.4981 0.5592 0.8853
0.2269 0.6581 0.2118 0.4426
0.7957 0.3482 0.3866 0.7899
0.8397 0.7259 0.1336 0.8182
0.4156 0.5954 0.2048 0.6693
0.4042 0.4618 0.3167 0.8395
0.3752 0.2796 0.4695 0.8184
0.3633 0.4969 0.2830 0.9550
0.8276 0.8853 0.0232 0.4493
0.9360 0.7461 0.1134 0.7659
0.6041 0.7443 0.2455 0.8468
0.8481 0.8901 0.0548 0.4390
0.3828 0.5909 0.5608 0.8877
0.6152 0.6511 0.3683 0.8459
0.4827 0.6348 0.0782 0.5022
0.7614 0.8966 0.0406 0.3342
0.3790 0.2117 0.5315 0.6868
0.3924 0.1568 0.6317 0.8078
0.7242 0.7329 0.1290 0.7378
0.7114 0.9214 0.0894 0.4277
0.5828 0.2560 0.5835 0.6785
0.8883 0.5206 0.2306 0.9072
0.7917 0.8956 0.0602 0.4241
0.4349 0.5082 0.1862 0.8004
0.3745 0.5270 0.2588 0.9329
0.5254 0.5705 0.1641 0.7453
0.2497 0.0315 0.7948 0.5598
0.3450 0.1664 0.6304 0.7197
0.5270 0.6054 0.1026 0.7440
0.2043 0.6923 0.2041 0.3119
0.9218 0.4988 0.2418 0.9290
0.6588 0.8262 0.2264 0.4938
0.6732 0.8536 0.0853 0.6785
0.4899 0.5087 0.4374 0.8146
0.5203 0.8098 0.2370 0.4455
0.7436 0.6433 0.2343 0.7939
0.1922 0.3089 0.6980 0.7619
0.8090 0.8993 0.0588 0.3971
0.4174 0.9225 0.3088 0.3954
0.4548 0.5803 0.1608 0.6917
0.2481 0.2707 0.6801 0.7543
0.5557 0.5137 0.2173 0.8221
0.2192 0.0103 0.9892 0.4894
0.8566 0.8900 0.0385 0.3951
0.3656 0.6232 0.1256 0.5781
0.9175 0.8070 0.1094 0.7135
0.5587 0.5218 0.1482 0.8339
0.5511 0.5877 0.0833 0.7698
0.4776 0.6242 0.1482 0.5936
0.8256 0.9235 0.0276 0.3857
0.6701 0.6492 0.2406 0.8267
0.4718 0.5817 0.1283 0.7364
0.4742 0.6029 0.0966 0.7025
0.4424 0.2197 0.5184 0.8321
0.8534 0.5792 0.2231 0.9398
0.8436 0.8012 0.1206 0.6842
0.3796 0.5473 0.5335 0.8027
0.6186 0.8588 0.1272 0.7313
0.6474 0.8209 0.2244 0.5887
0.8572 0.8189 0.0979 0.6623
0.4175 0.8972 0.3195 0.2756
0.7866 0.4166 0.3085 0.8101
0.7814 0.8142 0.1153 0.6249
0.4195 0.5808 0.1614 0.6674
0.8772 0.8355 0.0788 0.6553
0.8707 0.8223 0.1119 0.7033
0.6228 0.6914 0.2848 0.8078
0.6293 0.8427 0.1708 0.6704
0.7799 0.7851 0.1527 0.7115
0.4476 0.5455 0.1545 0.7821
0.3321 0.6502 0.1642 0.5292
0.4073 0.6019 0.2061 0.6606
0.2216 0.6531 0.1994 0.4245
0.3307 0.5062 0.2860 0.7572
0.6803 0.6859 0.0098 0.5288
0.2326 0.7077 0.1973 0.2918
0.4724 0.6218 0.0679 0.5099
0.5453 0.3933 0.3589 0.7079
0.8697 0.8371 0.0984 0.6802
0.7623 0.5422 0.3097 0.9815
0.6616 0.4390 0.3359 0.7944
0.7924 0.7717 0.1586 0.7479
0.3582 0.5631 0.1976 0.6818
0.3339 0.1735 0.6291 0.7390
0.4445 0.4326 0.2231 0.8095
0.7578 0.7724 0.1797 0.7317
0.3121 0.9439 0.3165 0.4292
0.2939 0.1290 0.6049 0.6023
0.7416 0.7484 0.2307 0.6647
0.4141 0.8996 0.0978 0.2513
0.4368 0.2661 0.4770 0.8512
0.6448 0.5518 0.4080 0.8763
0.4382 0.8675 0.3001 0.3450
0.4297 0.5037 0.2807 0.8388
0.6218 0.5479 0.1254 0.8773
0.3829 0.1680 0.5589 0.6394
0.7054 0.7923 0.2285 0.5633
0.6830 0.8664 0.0850 0.6640
0.7662 0.3733 0.3740 0.7884
0.3735 0.4836 0.3350 0.8092
0.8374 0.7851 0.0837 0.6603
0.2181 0.2043 0.7635 0.6656
0.2487 0.5240 0.2562 0.7689
0.5316 0.3487 0.4229 0.7076
0.3374 0.5114 0.3089 0.9064
0.2388 0.0300 0.7863 0.5489
0.5240 0.4959 0.2079 0.9126
0.8206 0.3813 0.3847 0.8703
0.3515 0.5200 0.1802 0.7194
0.6053 0.5550 0.1241 0.8376
0.2236 0.0334 0.7897 0.4901
0.7318 0.8724 0.0416 0.4254
0.6225 0.5981 0.0906 0.7892
0.7801 0.7840 0.1597 0.8377
0.2276 0.0347 0.7783 0.5067
0.6193 0.8352 0.2435 0.5962
0.5460 0.5515 0.3993 0.7020
0.2369 0.2051 0.6706 0.8358
0.5326 0.5200 0.2130 0.8138
0.6922 0.6411 0.3132 0.8252
0.1013 0.8194 0.2310 0.3308
0.3756 0.2688 0.4692 0.8516
0.3481 0.9630 0.2288 0.0714
0.7695 0.5458 0.2957 0.8728
0.5420 0.6411 0.0307 0.4217
0.3228 0.2578 0.5512 0.8664
0.8778 0.8398 0.1004 0.6589
0.7970 0.9141 0.0465 0.3261
0.6115 0.5404 0.1378 0.8963
0.4370 0.6200 0.1720 0.6535
0.7259 0.3905 0.3371 0.7489
0.6656 0.6177 0.2827 0.7830
0.4417 0.8891 0.2764 0.3109
0.5758 0.7345 0.3064 0.7697
0.4784 0.6313 0.0974 0.5484
0.6337 0.6951 0.3156 0.8588
0.7390 0.8405 0.0999 0.7269
0.4690 0.3220 0.3740 0.8050
0.1586 0.3285 0.6750 0.7504
0.6790 0.9072 0.0954 0.5005
0.3748 0.5623 0.2371 0.6997
0.4626 0.2796 0.4321 0.9037
0.1119 0.8561 0.2086 0.2407
0.8301 0.6011 0.2668 0.8779
0.8421 0.4028 0.3411 0.9136
0.6597 0.7999 0.2047 0.6273
0.6146 0.8012 0.1049 0.7033
0.4987 0.9016 0.0650 0.2274
0.1830 0.2979 0.6958 0.7507
0.3598 0.6590 0.1910 0.6865
0.2852 0.2671 0.6808 0.7167
0.2709 0.6664 0.2058 0.6295
0.4521 0.2367 0.5059 0.8339
0.5081 0.3655 0.3030 0.8860
0.5354 0.7703 0.3037 0.7428
0.6358 0.2746 0.5775 0.7160
0.4602 0.3947 0.3898 0.9109
0.3952 0.4326 0.4094 0.8263
0.7073 0.5401 0.4047 0.7735
0.8986 0.8950 0.0489 0.4539
0.0374 0.8746 0.2144 0.1483
0.5114 0.7453 0.3024 0.7326
0.4431 0.3475 0.3205 0.8476
0.5233 0.4894 0.2633 0.8279
0.5111 0.7673 0.2716 0.7128
0.6804 0.8820 0.0942 0.5359
0.6122 0.3328 0.5859 0.6028
0.4984 0.4489 0.5854 0.8331
0.8184 0.8225 0.1051 0.6659
0.5809 0.8317 0.1531 0.6053
0.6521 0.5851 0.3398 0.8445
0.5482 0.5038 0.2333 0.8419
0.7627 0.8657 0.0685 0.6835
0.5320 0.7712 0.2555 0.7480
0.2253 0.6151 0.2595 0.7269
0.2834 0.2594 0.6894 0.7049
0.3755 0.2626 0.4439 0.7486
0.6531 0.7452 0.2418 0.8534
0.3944 0.5552 0.1946 0.7216
0.5875 0.7939 0.2431 0.5162
0.6056 0.6356 0.4132 0.8738
0.7946 0.9326 0.0557 0.3935
0.7956 0.4141 0.3288 0.8809
0.5068 0.4770 0.1847 0.8609
0.8140 0.5602 0.2542 0.8888
0.4905 0.4486 0.3176 0.9164
0.2274 0.2223 0.6497 0.8446
0.5034 0.7473 0.2729 0.6943
0.5813 0.5566 0.1260 0.8557
0.3404 0.1662 0.6243 0.7254
0.2541 0.6230 0.2321 0.6870
0.6263 0.6282 0.2352 0.7864
0.4769 0.5099 0.2273 0.7855
0.5914 0.8496 0.1355 0.6946
0.4990 0.8449 0.2662 0.4045
0.4699 0.5061 0.2057 0.8394
0.6581 0.7633 0.2463 0.5930
0.9048 0.9033 0.0347 0.4237
0.4682 0.6226 0.1541 0.5725
0.5749 0.3733 0.4260 0.7725
0.6869 0.7629 0.1911 0.7151
0.6424 0.8063 0.2151 0.5228
0.6997 0.6339 0.3101 0.8176
0.4077 0.3329 0.5053 0.8321
0.5257 0.8014 0.2681 0.7183
0.4249 0.5638 0.5581 0.8588
0.4696 0.5117 0.2160 0.8977
0.8136 0.4224 0.2949 0.8671
